code_activity,name_activity,description,ar_name_activity,ar_description,subfield,field,definition
61210,Préleveur d'analyse industrielle,,عون مكلف بأخذ العينات للتحليل الصناعي,,54,6,"Professionnel qui effectue des prélèvements d'échantillons de matières premières, produits semi-finis ou finis dans le cadre du contrôle qualité des processus industriels."
61209,Laborantin de contrôle en industrie,,مساعد مخبري في المراقبة الصناعية,,54,6,"Surveillance et analyse des matières premières et des produits finis dans les secteurs industriel et agroalimentaire, afin d'assurer leur conformité aux normes de qualité et de sécurité."
61208,Laborantin d'analyse industrielle,,مساعد مخبري في التحليل الصناعي,,54,6,"Analyse des matières premières, des produits semi-finis et finis dans les industries (pharmaceutique, agroalimentaire, etc.) pour contrôler leur qualité et conformité aux normes."
61207,Formulateur en arômes,,محضر تركيبة النكهات,,54,6,"Artisan qui crée et développe des arômes et des parfums pour les industries agroalimentaires, cosmétiques et pharmaceutiques."
61206,Chimiste d'analyse industrielle,,مختص الكيمياء في التحليل الصناعي,,54,6,"Chimiste d'analyse industrielle : Auto-entrepreneur spécialisé dans les analyses de matériaux, produits et échantillons pour déterminer leur composition chimique, leur structure et leurs propriétés. Il utilise des techniques de laboratoire avancées pour fournir des données précises aux clients des secteurs de l'industrie, de l'environnement et de la santé."
61205,Chimiste de contrôle en industrie,,مختص الكيمياء في المراقبة الصناعية,,54,6,"Analyse et contrôle des matières premières, des produits intermédiaires et finaux dans les industries chimiques et pharmaceutiques pour garantir la conformité aux normes de qualité et de sécurité."
61204,Biologiste en analyse pharmaceutique,,مختص بيولوجي في التحليل الصيدلاني,,54,6,"Activité réservée aux docteurs et magistères en pharmacie, qui consiste à analyser et contrôler la conformité des produits pharmaceutiques aux normes de qualité et de sécurité."
61203,Biologiste en contrôle industriel,,مختص بيولوجي في المراقبة الصناعية,,54,6,"Biologiste spécialisé dans la surveillance et le contrôle des procédés industriels utilisant des micro-organismes, des enzymes ou des métabolites pour améliorer les performances, réduire les coûts et assurer la sécurité des opérations."
61202,Biologiste en analyse industrielle,,مختص بيولوجي في التحليل الصناعي,,54,6,"Activité impliquant l'analyse et l'interprétation de données biologiques dans un contexte industriel. Cela peut inclure la surveillance de la qualité des produits, l'identification des contaminations et l'optimisation des processus de production."
61201,Analyste sensoriel,,محلل تحسيسي,,54,6,"Professionnel qui évalue les propriétés organoleptiques (apparence, odeur, goût, texture) des produits alimentaires et non alimentaires, en utilisant des méthodes scientifiques pour identifier et quantifier les sensations perçues."
61113,Ingénieur qualité en industrie,,مهندس مراقبة النوعية في الصناعة,,53,6,"L'ingénieur qualité en industrie veille au respect des normes et des spécifications de production dans les entreprises industrielles. Il assure le contrôle de la qualité des produits et des procédés, et met en œuvre des plans de surveillance et d'amélioration continue pour optimiser la qualité et réduire les coûts."
61112,Ingénieur métallurgiste en qualité industrielle,,مهندس معدني في النوعية الصناعية,,53,6,"Ingénieur spécialisé dans l'analyse et le contrôle des procédés métallurgiques pour garantir la qualité des produits finis dans l'industrie métallurgique. Responsabilités incluent la conception de plans d'assurance qualité, l'analyse des données de production, la résolution de problèmes et l'amélioration continue des processus."
61111,Ingénieur métallographie en qualité industrielle,,مهندس مختص في التركيب المعدني في النوعية الصناعية,,53,6,"Ingénieur métallographe en qualité industrielle pour auto-entrepreneurs en Algérie :

Étude des propriétés physiques et chimiques des métaux et des alliages à l'aide de techniques de microscopie et d'analyse spectrale. Assurer le contrôle qualité des produits métalliques, identifier les défauts et proposer des solutions d'amélioration."
61110,Ingénieur mécanicien en qualité industrielle,,مهندس ميكانيكي في النوعية الصناعية,,53,6,"L'activité d'ingénieur mécanicien en qualité industrielle pour les auto-entrepreneurs en Algérie consiste à vérifier et à améliorer la qualité des produits et des processus de fabrication dans les industries mécaniques. Il s'assure de la conformité aux normes de qualité, optimise les performances et identifie les domaines d'amélioration."
61109,Ingénieur d'essai en qualité industrielle,,مهندس التجارب في النوعية الصناعية,,53,6,"L'ingénieur d'essai en qualité industrielle veille à la conformité des produits aux normes et spécifications établies. Il élabore des plans de test, effectue des inspections et des analyses de données pour garantir la qualité et la fiabilité des produits."
61108,Ingénieur contrôle réception en industrie,,مهندس مراقبة الاستلام في الصناعة,,53,6,"Ingénieur chargé de vérifier la conformité des travaux réalisés avec les spécifications techniques et les normes, en effectuant des contrôles à différentes étapes du processus de construction dans le secteur industriel."
61107,Ingénieur contrôle qualité en industrie pharmaceutique,,مهندس مراقبة النوعية في الصناعية الصيدلانية,,53,6,"L'ingénieur contrôle qualité en industrie pharmaceutique veille à la qualité des produits pharmaceutiques, en analysant les matières premières, les produits intermédiaires et les produits finis pour garantir leur conformité aux normes réglementaires et aux spécifications techniques."
61106,Ingénieur contrôle qualité en industrie,,مهندس مراقبة النوعية الصناعية,,53,6,"Contrôle la conformité des produits et processus industriels aux normes et spécifications. Analyse les données de contrôle, identifie les sources de problèmes et propose des solutions pour améliorer la qualité."
61105,Ingénieur chimiste en qualité industrielle,,مهندس كيميائي في النوعية الصناعية,,53,6,"Assistance et conseil aux entreprises dans le contrôle qualité des procédés industriels, la recherche et le développement de nouveaux produits, l'optimisation des installations et la gestion des déchets chimiques."
61104,Ingénieur assurance qualité en industrie,,مهندس تأمين النوعية الصناعية,,53,6,"L'ingénieur assurance qualité en industrie veille à la conformité des produits manufacturés aux normes et spécifications requises. Il établit des procédures d'assurance qualité, effectue des inspections et des tests, et analyse les données pour identifier et corriger les défauts potentiels, garantissant ainsi la qualité et la sécurité des produits."
61103,Coordinateur qualité environnement en industrie,,منسق عام في نوعية البيئة الصناعية,,53,6,"Supervision des processus de qualité et de protection de l'environnement dans les industries. Assurer la conformité aux normes et réglementations en matière de qualité et d'environnement, contrôler les performances, mener des audits et mettre en œuvre des actions correctives."
61102,Coordinateur qualité en industrie,,منسق النوعية الصناعية,,53,6,"Encadrement, conception et mise en œuvre de systèmes qualité dans un environnement industriel, garantissant la conformité aux normes et réglementations, l'optimisation des processus et l'amélioration continue de la qualité des produits."
61101,Auditeur qualité en industrie,,مدقق نوعية في الصناعة,,53,6,"Un Auditeur qualité en industrie en Algérie est un professionnel qui évalue la conformité des systèmes de management de la qualité aux normes établies. Il examine les processus, les produits et les services pour identifier les écarts, proposer des améliorations et assurer le respect des réglementations."
61003,Technicien planification de production industrielle,,تقني في تخطيط الإنتاج الصناعي,,52,6,"Planification et optimisation des processus de production industrielle pour les auto-entrepreneurs en Algérie, y compris l'élaboration de plans de production, le calcul des besoins en matériaux et en main-d'œuvre, et la surveillance de la production pour garantir l'efficacité et la rentabilité."
61002,Technicien ordonnancement-lancement production,,تقني مصلحة تنظيم وإدارة انطلاق الإنتاج,,52,6,"Planification et organisation de la production industrielle, en tenant compte des ressources disponibles, des délais et des coûts."
61001,Technicien en gestion de production industrielle,,تقني في تسيير الانتاج الصناعي,,52,6,"Gestion et supervision des processus de production industriels, optimisation des ressources, amélioration de la qualité et de l'efficacité, réduction des coûts et respect des normes de santé et de sécurité."
60903,Technicien méthodes en industrie,,تقني في طرق الإنتاج في الصناعة,,51,6,"Amélioration des processus industriels pour optimiser la production, la qualité et les coûts."
60902,Responsable méthodes en industrie,,رئيس مصلحة طرق الإنتاج الصناعي,,51,6,"Responsable des techniques de production industrielle dans une entreprise, chargé d'optimiser les processus, d'établir les normes de qualité, de former le personnel et de maintenir les équipements."
60901,Ingénieur méthodes en industrie,,مهندس طرق الإنتاج في الصناعة,,51,6,"Conception et optimisation de processus de fabrication, de flux de production et de méthodes de travail dans un environnement industriel. Implique l'analyse, la conception et la mise en œuvre de solutions pour améliorer l'efficacité, la qualité et la productivité."
60804,Inspecteur des appareils sous pression (APVG),,مفتش الأجهزة تحت الضغط (APVG),,50,6,"Activité de vérification de la conformité, de contrôle et de surveillance des appareils sous pression (chaudières, réservoirs, etc.) pour garantir leur sécurité et leur fiabilité dans les secteurs industriel, commercial et résidentiel."
60803,Inspecteur des appareils électriques (APE),,مفتش الأجهزة الكهربائية (APE),,50,6,"L'Inspecteur des appareils électriques vérifie la conformité et la sécurité des installations électriques dans les bâtiments, les usines et autres structures. Il s'assure que les équipements électriques sont correctement installés, entretenus et fonctionnent en toute sécurité."
60802,Inspecteur des appareils de levage et de manutention (APL),,مفتش أجهزة الرفع والشحن والتفريغ (APL),,50,6,"L'auto-entrepreneur Inspecteur des appareils de levage et de manutention (APL) vérifie la conformité, la sécurité et le bon fonctionnement des équipements de levage et de manutention, tels que les grues, les chariots élévateurs et les échafaudages."
60801,Inspecteur de contrôle non destructif -CND,,مفتش المراقبة غير التدميرية CND,,50,6,"Inspecter et évaluer l'intégrité des structures et des matériaux industriels en utilisant des techniques non destructives telles que les ultrasons, la radiographie ou les courants induits pour détecter les défauts ou les anomalies cachés."
60705,"Superviseur hygiène, sécurité et environnement en industrie",,مدير النظافة، السلامة والبيئة في الصناعة,,49,6,"Supervision des aspects hygiène, sécurité et environnement (HSE) dans les industries en Algérie, en veillant à la conformité réglementaire, à la prévention des accidents et des maladies professionnelles, et à la protection de l'environnement."
60704,"Préventeur hygiène, sécurité et environnement en industrie",,مكلف بالوقاية في النظافة، السلامة والبيئة في الصناعة,,49,6,"Assure la sécurité des salariés et la protection de l'environnement au sein d'une entreprise industrielle. Il évalue les risques, met en place des mesures préventives et assure la formation des employés en matière d'hygiène, de sécurité et d'environnement."
60703,"Ingénieur hygiène, sécurité et environnement en industrie",,مهندس النظافة، السلامة والبيئة في الصناعة,,49,6,"Analyse des risques et élaboration de solutions pour prévenir les accidents, les maladies et la pollution dans les environnements industriels. Veille à la conformité aux réglementations HSE (hygiène, sécurité et environnement)."
60702,"Coordinateur hygiène, sécurité et environnement en industrie",,منسق النظافة، السلامة والبيئة في الصناعة,,49,6,"Un Coordinateur hygiène, sécurité et environnement (HSE) en industrie est responsable de la mise en œuvre, du maintien et de l'amélioration des politiques et pratiques de HSE dans un environnement industriel. Il veille au respect des réglementations et normes HSE, identifie et évalue les risques, met en place des mesures de contrôle, organise des formations et assure le reporting HSE."
60701,"Animateur hygiène, sécurité et environnement en industrie",,منشط النظافة، السلامة والبيئة في الصناعة,,49,6,"Activité consistant à animer les actions en matière d'hygiène, de sécurité et de protection de l'environnement au sein des entreprises industrielles, en veillant au respect de la réglementation et à la prévention des risques."
60604,Designer textiles,,مصمم المواد النسيجية,,48,6,"Création de motifs, de textures et de couleurs pour les textiles, tels que les vêtements, les rideaux, les accessoires de maison et les articles de literie. Les designers peuvent travailler pour des entreprises textiles, des studios de design ou en tant qu'indépendants."
60603,Designer packaging,,مصمم الأغلفة وعلب التعبئة,,48,6,"Création et conception de l'emballage des produits, prenant en compte les aspects esthétiques, fonctionnels et réglementaires, pour améliorer la présentation et la protection des marchandises."
60602,Designer mobilier,,مصمم أثاث,,48,6,Création et conception de meubles uniques et fonctionnels destinés à des particuliers ou des professionnels.
60601,Designer produit,,مصمم منتوجات,,48,6,"Activité de conception et de développement de produits, incluant la recherche, l'idéation, le prototypage, les tests et la production de biens matériels ou immatériels."
60516,Maquettiste en conception industrielle,,مصمم مجسمات في التصميم الصناعي,,47,6,"Conception et réalisation de maquettes physiques ou virtuelles pour visualiser et valider des concepts de produits, de l'esquisse à la production finale. Implique la compréhension des principes d'ingénierie, des matériaux et des techniques de fabrication."
60515,Dessinateur-projeteur en tuyauterie industrielle,,رسام الاسقاط في الأنابيب الصناعية,,47,6,"Dessinateur-projeteur en tuyauterie industrielle : Conçoit et dessine des plans de tuyauterie pour les installations industrielles, en tenant compte des normes techniques et des contraintes de fabrication."
60514,Dessinateur-projeteur en construction métallique,,رسام الاسقاط في البناءات المعدنية,,47,6,"Activité consistant à concevoir et à dessiner des plans pour la construction de structures métalliques, telles que des bâtiments, des ponts et des équipements industriels."
60513,Dessinateur-projeteur en construction mécanique,,رسام الاسقاط في البناءات الميكانيكية,,47,6,"Activité pour auto-entrepreneurs en Algérie consistant à concevoir et dessiner des plans techniques pour des constructions mécaniques (machines, pièces, structures) en utilisant des logiciels de conception assistée par ordinateur (CAO)."
60512,Dessinateur petites études en mécanique,,رسام دراسات صغيرة في الميكانيك,,47,6,"Activité impliquant la conception de dessins techniques pour des projets mécaniques de petite envergure, tels que des pièces, des assemblages et des systèmes simples."
60511,Dessinateur en tuyauterie industrielle,,رسام أنابيب صناعية,,47,6,"Dessinateur en tuyauterie industrielle pour auto-entrepreneurs en Algérie : création de plans et de schémas pour la conception, l'installation et la maintenance de systèmes de tuyauterie dans les industries pétrochimiques, chimiques et autres."
60510,Dessinateur en outillage,,رسام أدوات,,47,6,"Activité consistant à concevoir et à réaliser des plans techniques et des documents de fabrication pour des outils, des machines et des dispositifs."
60509,Dessinateur en construction mécanique,,رسام في البناءات الميكانيكية,,47,6,"Le dessinateur en construction mécanique réalise des plans et schémas techniques pour la conception, la fabrication et la maintenance d'équipements mécaniques industriels. Il utilise des logiciels de dessin assisté par ordinateur (DAO) pour créer des représentations précises et détaillées des pièces et des assemblages."
60508,Dessinateur en chaudronnerie,,رسام في الصناعة المعدنية,,47,6,"Création et réalisation de plans et schémas techniques pour la conception, la fabrication et l'installation de systèmes de tuyauterie, réservoirs, cheminées et autres structures métalliques."
60507,Dessinateur en charpente métallique,,رسام في الهياكل المعدنية,,47,6,"Un dessinateur en charpente métallique crée des plans techniques et des schémas pour les structures métalliques de bâtiments, de ponts et d'autres constructions. Il veille à ce que les conceptions soient sûres, fonctionnelles et conformes aux codes du bâtiment."
60506,Dessinateur d'exécution en mécanique,,رسام تنفيذي في الميكانيك,,47,6,"Activitée consistant à réaliser des dessins techniques détaillés selon les spécifications d'ingénierie, en utilisant des logiciels de conception assistée par ordinateur (CAO). Ces dessins servent à guider les opérations de fabrication et de montage de pièces et de systèmes mécaniques."
60505,Dessinateur d'exécution en construction mécanique,,رسام تنفيذي في البناءات الميكانيكية,,47,6,"Activité consistant à réaliser des dessins techniques sous la direction d'un ingénieur ou d'un technicien, en appliquant des règles de représentation et de cotation."
60504,Dessinateur d'études en mécanique,,رسام الدراسات في الميكانيك,,47,6,"Activité de conception et de réalisation de plans techniques, de schémas et de dessins d'études dans le domaine de la mécanique."
60503,Dessinateur d'études en construction mécanique,,رسام دراسات في البناءات الميكانيكية,,47,6,"Activité spécialisée dans la conception et le dessin de plans techniques pour la construction de machines et d'équipements mécaniques, impliquant des connaissances approfondies en génie mécanique et en logiciels de conception assistée par ordinateur (CAO)."
60502,Concepteur de produits industriels mécaniques,,مصمم منتجات صناعية ميكانيكية,,47,6,"Activité de conception et de développement de produits industriels, tels que des pièces de machines, des outils et des équipements. Implique la création de plans, la sélection des matériaux et l'évaluation des performances."
60501,Calculateur études en mécanique,,مكلف بالحسابات الدراسات في الميكانيك,,47,6,"Activité consistant à fournir des services de calculs et d'analyses mécaniques, en utilisant des logiciels spécialisés, pour aider les entreprises et les professionnels à concevoir, optimiser et valider leurs systèmes et structures mécaniques."
60410,Technicien supérieur études en électronique,,تقني سامي في الدراسات الإلكترونية,,46,6,"Professionnel qualifié intervenant dans la conception, la maintenance et la réparation de systèmes électroniques."
60409,Technicien supérieur études en électricité,,تقني سامي في الدراسات الكهربائية,,46,6,"Activité de prestation de services techniques en électricité, comprenant la conception, l'installation, la maintenance et la réparation d'équipements électriques pour les entreprises et les particuliers."
60408,Responsable de bureau d'études techniques électriques et électroniques,,مسؤول مكتب دراسات تقنية كهربائية في الإلكترونيك,,46,6,"Responsable de bureau d'études techniques électriques et électroniques : Auto-entrepreneur en Algérie qui réalise des études, des plans et des devis pour des projets électriques et électroniques, notamment dans le domaine des courants faibles (télécoms, informatique) et des courants forts (électricité industrielle)."
60407,Ingénieur technique électrique et électronique,,مهندس تقني كهربائي وإلكتروني,,46,6,"Activité consistant à concevoir, développer, installer, entretenir et réparer les systèmes électriques et électroniques dans divers secteurs, tels que l'industrie, les bâtiments et les infrastructures."
60406,Ingénieur projet d'études électrique et électronique,,مهندس مشروع دراسة كهربائية وإلكترونية,,46,6,"Conception et réalisation de systèmes électriques et électroniques pour divers projets, allant de la conception de circuits imprimés à la mise en place d'installations industrielles."
60405,Dessinateur d'exécution en électricité,,رسام تنفيذي في الكهرباء,,46,6,"Conception de plans, schémas et dessins techniques pour des installations électriques industrielles, commerciales et résidentielles, en tenant compte des normes et réglementations de sécurité."
60404,Dessinateur d'études en électricité,,رسام دراسات كهربائية,,46,6,"Dessinateur d'études en électricité : professionnel qui crée des schémas électriques pour les bâtiments, les installations industrielles et les équipements électriques."
60403,Dessinateur de schémas électriques,,رسام مخططات كهربائية,,46,6,"Conception et réalisation de plans et schémas électriques pour des installations électriques, des panneaux de contrôle et autres systèmes électriques, en respectant les normes et spécifications techniques."
60402,Concepteurréalisateur de produits électriques,,مصمم – منجز منتجات كهربائية,,46,6,"Activité artisanale consistant à concevoir et à réaliser des produits électriques basse tension (jusqu'à 1 000 V), tels que des panneaux électriques, des éclairages, des systèmes d'automatisme et des réseaux de distribution."
60401,Chef de projet de produits électriques et électroniques,,رئيس مشروع منتجات كهربائية وإلكترونية,,46,6,"Concevoir, développer et gérer des projets d'appareils électriques et électroniques pour des clients, en assurant la conformité réglementaire, l'optimisation des coûts et la réalisation des délais de livraison."
60322,Technicien galéniste,,تقني في صناعة الصيغ الصيدلانية للأدوية,,45,6,
60321,Technicien en recherche-développement en industrie,,تقني في البحوث والتطوير في الصناعة,,45,6,"Conception et réalisation d'études, de prototypes et de procédés innovants dans le secteur industriel, contribuant à améliorer la performance, la compétitivité et la durabilité des entreprises."
60320,Technicien en recherche scientifique,,تقني في البحث العلمي,,45,6,"La consultation en recherche scientifique pour auto-entrepreneurs en Algérie permet de fournir des conseils et une assistance techniques aux entreprises et aux particuliers dans les domaines de la recherche scientifique, du développement et de l'innovation. Ces services peuvent inclure l'élaboration de plans de recherche, la collecte de données, l'analyse et l'interprétation des résultats, ainsi que la rédaction de rapports techniques."
60319,Technicien d'études et recherche en électronique,,تقني في دراسات وبحوث الإلكترونيات,,45,6,"Conception, réalisation, mise au point et maintenance d'équipements, systèmes et produits électroniques, dans les domaines de l'industrie, de l'énergie, des transports, des télécommunications ou de la santé."
60318,Technicien d'études en recherche et développement en industrie,,تقني في دراسات البحوث والتطوير في الصناعة,,45,6,"Activité qui consiste à concevoir, développer et tester de nouveaux produits ou processus industriels, tout en assurant la veille technologique et en optimisant les performances des équipements utilisés dans l'industrie."
60317,Technicien d'études en informatique industrielle,,تقني في الإعلام الآلي الصناعي,,45,6,"Professionnel qui conçoit et met en œuvre des solutions informatiques pour l'automatisation et le contrôle des processus industriels. Il analyse les besoins, conçoit des systèmes, programme des automates et des superviseurs, et assure la maintenance des installations."
60316,Technicien de recherche et développement en robotique,,تقني في البحوث وتطوير الصناعات الروبوتية,,45,6,"Spécialiste de l'analyse et du développement de solutions robotiques. Il conçoit, simule et teste des systèmes et des programmes robotiques, en veillant à leur efficacité et à leur sécurité."
60315,Technicien de recherche et développement en métallurgie,,تقني في البحوث وتطوير الصناعة المعدنية,,45,6,"Activité consistant à :

* Élaborer de nouveaux procédés et matériaux métallurgiques
* Optimiser les processus de production
* Améliorer la qualité des matériaux et des produits
* Assurer le contrôle qualité et le développement de nouvelles applications"
60314,Technicien de bureau d'études techniques BETen développement industriel,,تقني في مكتب الدراسات التقنية في التطوير الصناعي,,45,6,"Activité visant à fournir des services d'études techniques (conception, calculs, plans) pour la réalisation de projets industriels (usines, ateliers, infrastructures)."
60313,Technicien biologiste en recherche-développement,,تقني بيولوجي في البحث والتطوير,,45,6,"Activité réservée aux auto-entrepreneurs algériens, consistant à appliquer des techniques biologiques pour concevoir, développer et tester de nouveaux produits ou processus, dans divers secteurs tels que la santé, l'environnement ou l'industrie agroalimentaire."
60312,Technicien chimiste en recherche-développement,,تقني كيميائي في البحث والتطوير,,45,6,"Activité consistant à réaliser des recherches et développements dans le domaine de la chimie, afin de concevoir et améliorer des produits ou procédés chimiques."
60311,Rédacteur technique,,كاتب تقني,,45,6,"Un rédacteur technique crée des documents techniques clairs et concis, tels que des manuels d'utilisation, des spécifications de produits et des guides d'installation. Ils doivent posséder de solides compétences en matière de rédaction, de recherche et d'organisation."
60310,Ingénieur chimiste en industrie,,مهندس كيميائي في الصناعة,,45,6,"Activité scientifique liée à l'application de la chimie dans l'industrie, impliquant la conception, l'optimisation et la gestion des procédés chimiques pour la production de produits industriels tels que les médicaments, les plastiques et les produits pétrochimiques."
60309,Galéniste en industrie pharmaceutique,,متخصص في الصيغ الصيدلانية في صناعة الأدوية,,45,6,"Le galéniste en industrie pharmaceutique est un professionnel de la santé responsable de la fabrication, du conditionnement et du contrôle de qualité des médicaments sous forme non injectable. C'est un expert en formulation, dosage et techniques de production pharmaceutique."
60308,Directeur d'études recherche et développement en industrie,,مدير الدراسات والبحوث والتطوير في الصناعة,,45,6,"Activité permettant à un auto-entrepreneur d'encadrer et de coordonner des projets de recherche et développement dans le secteur industriel. Il définit les objectifs, alloue les ressources et supervise les équipes de recherche, en veillant à la qualité et au respect des délais."
60307,Directeur d'études et recherche en galénique,,مدير الدراسات والبحوث في الصيغ الصيدلانية,,45,6,"Professionnel spécialisé dans la recherche et le développement de formulations pharmaceutiques (galéniques), travaillant en autonomie pour le compte de clients variés. Responsable de la conception, de l'optimisation et de l'évaluation de nouveaux médicaments et produits de santé."
60306,Développeur de système électrique,,مطوِّر لأنظمة كهربائية,,45,6,"Développe et conçoit des systèmes électriques pour les bâtiments, les installations industrielles et autres infrastructures. Implique l'analyse des besoins, la conception de schémas, l'installation, la mise en service et la maintenance des systèmes électriques."
60305,Chef de projet recherche et développement en industrie,,رئيس مشروع البحث والتطوير في الصناعة,,45,6,"Responsabilité du développement et de la mise en œuvre de stratégies et d'initiatives de recherche et développement pour améliorer les processus, les produits et les services dans le secteur industriel en Algérie."
60304,Chargé d'études et développement en industrie pharmaceutique,,مكلف بدراسات وتطوير في صناعة الأدوية,,45,6,"Activité de recherche, d'analyse et de développement dans le secteur pharmaceutique, impliquant l'étude de marché, la conception et l'optimisation de produits et processus liés aux médicaments et aux produits de santé."
60303,Chargé d'études projets industriels,,مكلف بدراسات مشاريع صناعية,,45,6,"Analyse et évalue la faisabilité technique, économique et environnementale des projets industriels pour les auto-entrepreneurs algériens. Participe à la conception, à la mise en œuvre et au suivi desdits projets."
60302,"Bio-informaticien en études, recherche et développement",,معلوماتي حيوي في الدراسات والبحث والتطوير,,45,6,"Activité de recherche, développement et études dans le domaine de la bio-informatique, impliquant l'analyse de données biologiques et l'utilisation d'algorithmes et d'outils informatiques pour comprendre les processus biologiques."
60301,Automaticien d'études et développement en industrie,,مهندس دراسات وتطوير في الصناعة,,45,6,"L'automaticien d'études et développement en industrie conçoit, développe, installe et met en service des systèmes d'automatisation industrielle, tels que des lignes de production automatisées, des robots et des systèmes de contrôle de processus."
60205,Représentant technique utilisateur,,ممثل تقني للزبون المستخدم,,44,6,"Fournir des prestations techniques et commerciales auprès des clients utilisateurs de produits ou services, promouvoir et assurer un suivi technique des installations."
60204,Ingénieur assistance technique en maintenance,,مهندس تقني في الصيانة,,44,6,"Assistance technique spécialisée pour les entreprises, fournissant des expertises techniques, des conseils et des formations pour optimiser les opérations de maintenance, réduire les temps d'arrêt et améliorer la productivité."
60203,Ingénieur assistance technique,,مهندس الدعم التقني,,44,6,"Assistance aux entreprises et particuliers sur des aspects techniques spécifiques, tels que l'installation, la maintenance ou la réparation d'équipements, de logiciels ou de systèmes d'information."
60202,Ingénieur assistance technique service client,,مهندس خدمة الزبائن,,44,6,L'ingénieur assistance technique service client pour auto-entrepreneurs en Algérie fournit une assistance technique et un support client pour résoudre les problèmes liés aux produits ou services de l'entreprise.
60201,Chef de cellule assistance technique,,رئيس الخلية التقنية,,44,6,"Accompagne les entreprises de petite taille dans la mise en œuvre de solutions techniques, notamment dans les domaines de l'informatique, de l'automatisation et de la maintenance."
60105,Responsable de gestion des contrats marchés,,مسؤول تسيير عقود الصفقات,,43,6,"Gestionnaire chargé de la conclusion, de l'exécution et du suivi des contrats et marchés, garantissant la conformité aux exigences légales et réglementaires. Veille à la négociation de conditions avantageuses et à la gestion des relations avec les fournisseurs."
60104,Responsable d'affaires en industrie,,مسؤول الأعمال في الصناعة,,43,6,"Responsable de la gestion commerciale, administrative et financière d'une entreprise industrielle de petite taille. Il négocie les contrats, assure le suivi des commandes, gère les relations clients et fournisseurs, et supervise une équipe réduite."
60103,Ingénieur technico-commercial affaires industrielles,,مهندس تقني تجاري في الأعمال الصناعية,,43,6,"Ingénierie commerciale industrielle pour auto-entrepreneurs en Algérie : Activité consistant à identifier, prospecter et développer des opportunités commerciales dans le secteur industriel, en fournissant des conseils techniques et des solutions sur mesure aux clients potentiels."
60102,Chargé d'affaires et partenariat,,مكلف بالأعمال والشراكة,,43,6,"Activité consistant à développer et à entretenir des relations d'affaires pour générer des opportunités de croissance pour les entreprises clientes. Implique l'identification, la qualification et la gestion des prospects, la préparation et la présentation de propositions, ainsi que le suivi et la fidélisation des clients."
60101,Chargé d'affaires en industrie,,مكلف بالأعمال في الصناعة,,43,6,"Acteur intervenant dans l'industrie, qui accompagne les PME et les ETI dans leur développement stratégique, leur transformation industrielle et leur intégration dans les filières économiques."
50207,Concepteur rédacteur multimédia,,مصمم وكاتب الوسائط المتعددة,,42,5,"Création de contenus textuels et visuels pour les médias numériques (sites web, réseaux sociaux, newsletters, etc.). Implique la rédaction de textes, la conception de visuels, la gestion de campagnes de marketing de contenu et l'optimisation pour les moteurs de recherche (SEO)."
50206,Concepteur réalisateur multimédia,,مصمم ومخرج الوسائط المتعددة,,42,5,"Création, production et diffusion de contenus multimédias (images, sons, vidéos, logiciels interactifs) destinés à des supports numériques (sites web, applications mobiles, réseaux sociaux)."
50205,Concepteur réalisateur communication,,مصمم ومخرج في الوسائط المتعددة,,42,5,"Conception et réalisation de supports de communication visuels et multimédias, notamment logos, affiches, sites web, vidéos et campagnes publicitaires, pour les auto-entrepreneurs et les petites entreprises en Algérie."
50204,Concepteur multimédia,,مصمم الوسائط المتعددة,,42,5,"Conception et création de supports visuels interactifs et immersifs (sites web, applications mobiles, jeux vidéo) utilisant des technologies multimédias (images, sons, vidéos, animations)."
50203,Concepteur en publicité,,مصمم الإعلانات,,42,5,"Création et développement de campagnes publicitaires pour les entreprises, y compris la conception de visuels, de messages et de stratégies de diffusion, afin de promouvoir des produits ou des services et d'accroître la notoriété de la marque."
50202,Concepteur de jeux vidéo,,مصمم ألعاب الفيديو,,42,5,"Création de jeux vidéo pour différentes plateformes (PC, consoles, mobiles), comprenant la conception de mécanismes de jeu, la création d'environnements virtuels et de personnages, le développement d'histoires et le codage du jeu."
50201,Chef de groupe de création multimédia,,رئيس فريق الاعداد في وسائل الإعلام,,42,5,"Responsable de l'organisation et de la coordination d'une équipe de créatifs dans la production de contenus multimédias (graphismes, vidéos, animations)."
50107,Organisateur de soirées,,منظم السهرات ,,41,5,"Activité consistant à planifier, organiser et coordonner des événements sociaux ou privés, tels que des soirées, des mariages ou des anniversaires, pour le compte de clients. Implique la gestion de la logistique, la réservation des lieux, la coordination des fournisseurs et la promotion de l'événement."
50106,Organisateur de réceptions,,منظم حفلات الاستقبال,,41,5,"Professionnel qui planifie, coordonne et exécute des réceptions privées et professionnelles. Il s'occupe de la location du lieu, de la décoration, de la restauration, des animations et de la gestion globale de l'événement."
50105,Organisateur de séminaires,,منظم الملتقيات,,41,5,"L'organisateur de séminaires conçoit, organise et anime des séminaires d'entreprise sur mesure, définissant les objectifs, le contenu, les intervenants et la logistique. Il veille au bon déroulement de l'événement et évalue sa performance pour garantir la satisfaction des participants."
